1|0.0|0.0|0.0745206
2|0.0|0.0|0.16682
3|1.0|0.0|0.440996
4|1.0|0.0|0.48308
5|1.0|0.0|0.410485
6|0.0|0.0|0.000646358
7|1.0|0.0|0.309698
8|0.0|0.0|0.183121
9|0.0|0.0|0.0485208
10|0.0|0.0|0.040949
11|0.0|0.0|0.089254
12|0.0|0.0|0.100803
13|1.0|0.0|0.691371
14|0.0|0.0|0.0
15|0.0|0.0|0.0
16|0.0|0.0|0.0821033
17|7097.49|40.96|13529.7
18|50.0|-26.49|103.549
19|0.0|0.0|0.0305959
20|978012.0|563.79|1142480.0
21|1.0|1.0|0.923841
22|1.0|0.0|0.489217
23|3188.57|0.02|192044.0
24|5241070.0|300.16|4818990.0
25|100.0|0.0|61.8965
26|100.0|0.0|21.0618
27|100.0|0.0|81.994
28|858000.0|89.18|603894.0
29|1.0|0.0|0.642267
30|1051480.0|2807.93|4209010.0
31|96.53|0.0|71.5991
32|0.0|0.0|0.0171995
33|121174.0|27.31|489519.0
34|11265500.0|1831000.0|8000040.0
35|0.0|0.0|0.0150979
36|1821.56|0.0|714.155
37|109494.0|133.2|3308440.0
38|0.0|0.0|0.144583
39|100.0|0.0|134.978
40|254.17|0.0|978.204
41|1.0|0.0|0.633592
42|54333.9|4.45|283866.0
43|100.0|0.0|19.2275
44|403131.0|16.81|490780.0
45|1082600.0|2152.8|4570220.0
46|261.88|0.0|168.674
47|82700.0|633.75|661654.0
48|5817900.0|2555.74|57667400.0
49|1.0|1.0|0.834177
50|1.0|0.0|0.751501
51|100.0|0.0|35.9177
52|1.0|0.0|0.345303
53|100.0|0.0|31.8966
54|0.0|0.0|0.467069
55|100.0|0.0|99.1852
56|7.0|0.32|6.28967
57|198.0|30.0|167.142
58|124919.0|42773.0|92701.2
59|1.0|0.0|0.393091
60|100.0|0.0|86.5249
61|100.0|0.0|96.927
62|43.0|9.17|31.6563
63|100.0|0.0|87.217
64|1.0|0.0|0.547839
65|28103200.0|3701.23|10136900.0
66|0.0|0.0|0.0219472
67|1.0|0.0|0.206336
68|0.0|0.0|0.0299443
69|1.0|1.0|0.881136
70|100.0|0.0|13.7686
71|0.0|0.0|0.144654
72|0.0|0.0|0.115046
73|1.0|0.0|0.491779
74|0.0|0.0|0.128704
75|0.0|0.0|0.131222
76|0.0|0.0|0.0310626
77|0.0|0.0|0.0769686
78|0.0|0.0|0.0597691
79|0.0|0.0|0.0632568
80|1.0|0.0|0.225359
81|0.0|0.0|0.109615
82|3987.39|6.58|14727.5
83|0.0|0.0|0.177343
84|1.0|0.0|0.256633
85|0.0|0.0|0.0203883
86|0.0|0.0|0.0616655
87|0.0|0.0|0.0182555
88|1.0|0.0|0.488285
89|0.0|0.0|0.101406
90|2274.0|0.0|5150.53
91|0.0|0.0|0.135635
92|1.0|0.0|0.322631
93|100.0|0.0|28.2314
94|100.0|0.0|91.4197
95|1.0|0.0|0.553191
96|100.0|0.0|85.4321
97|100.0|0.0|90.5764
98|100.0|0.0|90.1214
99|0.26|0.0|0.216432
100|1.0|0.0|0.643096
101|2663.0|135.0|132795.0
102|100.0|0.0|72.6034
103|3613170.0|168127.0|4927360.0
104|7916700.0|319674.0|19611300.0
105|65000.0|40755.8|52877.9
